ID	Description	FoldEnrichment_actinopterygii	FoldEnrichment_gnathostomata	p.adjust_actinopterygii	p.adjust_gnathostomata	p.adjust_hyper_actinopterygii	p.adjust_hyper_gnathostomata	delta_FE	log2ratio_FE	signif_both
GO:0046879	hormone secretion	1.45387107039993	0.495029720289545	0.393220630358007	0.999999904388717	0.226342173636156	0.613279368266505	0.958841350110381	1.55431228788097	FALSE
GO:0002573	myeloid leukocyte differentiation	0.660690801425418	1.8896567584327	0.946116618252622	0.000238636052529226	0.614703311621841	0.000152417159057819	-1.22896595700728	-1.51607704001043	FALSE
GO:0050688	regulation of defense response to virus	3.91376846506643	1.37067649311178	0.050981422458319	0.497945875537298	0.471107419850957	0.1847483736185	2.54309197195465	1.51367030338363	FALSE
GO:0030534	adult behavior	2.90339710439154	1.0168251384004	0.108422687230197	0.80679502861267	0.0897132790984873	0.1847483736185	1.88657196599114	1.51367030338363	FALSE
GO:0045746	negative regulation of Notch signaling pathway	1.55319878546026	0.543959890157684	0.380837739637645	0.999999904388717	0.00902988663149393	0.142395439047276	1.00923889530257	1.51367030338363	FALSE
GO:0051047	positive regulation of secretion	1.13327831590164	0.396895718697892	0.613754065725093	0.999999904388717	0.0584449054551299	0.610796827340152	0.736382597203746	1.51367030338363	FALSE
GO:1903532	positive regulation of secretion by cell	1.13327831590164	0.396895718697892	0.613754065725093	0.999999904388717	0.0584449054551299	0.610796827340152	0.736382597203746	1.51367030338363	FALSE
GO:0006672	ceramide metabolic process	0.755003540223311	0.264416664919575	0.889534869797114	0.999999904388717	0.437807582444278	0.925988510540939	0.490586875303736	1.51367030338363	FALSE
GO:0007212	G protein-coupled dopamine receptor signaling pathway	3.44878460921382	1.20783026278864	0.00978591192610425	0.526904049485181	0.00254681811374112	0.0753066233043627	2.24095434642518	1.51367030338363	FALSE
GO:0072530	purine-containing compound transmembrane transport	5.22829864320625	1.83105007697215	0.0220800538295818	0.263328236062206	0.00756069504263623	0.091163764742341	3.39724856623411	1.51367030338363	FALSE
GO:0045103	intermediate filament-based process	1.69808601255321	0.594702165307855	0.324998168789375	0.999999904388717	0.0600266870250878	0.507279086390452	1.10338384724535	1.51367030338363	FALSE
GO:0045104	intermediate filament cytoskeleton organization	1.69808601255321	0.594702165307855	0.324998168789375	0.999999904388717	0.0600266870250878	0.507279086390452	1.10338384724535	1.51367030338363	FALSE
GO:0009069	serine family amino acid metabolic process	3.04335661890488	1.06584163445608	0.0994871078502415	0.761292841432854	0.0626594577106804	0.584471574243927	1.9775149844488	1.51367030338363	FALSE
GO:1903432	regulation of TORC1 signaling	3.64830973377446	1.29291858037418	0.00114932276537733	0.360611915232943	0.00126722246403098	0.0518911957654312	2.35539115340027	1.49659679002468	FALSE
GO:0032007	negative regulation of TOR signaling	2.61899064582028	0.934206128701888	0.0459963247714372	0.888071584910502	0.084503765620289	0.227668262971478	1.68478451711839	1.48719809202243	FALSE
GO:0051966	regulation of synaptic transmission, glutamatergic	1.36640377197136	0.498479903666152	0.393717117696062	0.999999904388717	0.026478237754756	0.180664552984998	0.86792386830521	1.45477661433006	FALSE
